"PupID","MomID","Birthday","Sex","PND","PupMass_g","MomMass_g","ForearmLength_mm","Year"
"Pink73","Red313",2024-06-23,"M",15,10.72,34.75,37.2,2024
"Pink73","Red313",2024-06-23,"M",16,11.04,33.72,38,2024
"Pink73","Red313",2024-06-23,"M",17,11.4,34.7,38.6,2024
"Pink73","Red313",2024-06-23,"M",18,11.89,35.73,39,2024
"Pink73","Red313",2024-06-23,"M",19,12.12,35.97,39.55,2024
"Pink73","Red313",2024-06-23,"M",20,11.98,36.63,40,2024
"Pink73","Red313",2024-06-23,"M",21,12.02,34.22,40.7,2024
"Pink73","Red313",2024-06-23,"M",22,12.14,36.12,40.1,2024
"Pink73","Red313",2024-06-23,"M",23,12.31,34.24,40.25,2024
"Pink73","Red313",2024-06-23,"M",24,12.62,35.17,40.8,2024
"Pink73","Red313",2024-06-23,"M",25,12.75,36.1,41.1,2024
"Pink73","Red313",2024-06-23,"M",26,13.05,37,41.1,2024
"Pink73","Red313",2024-06-23,"M",27,14.26,37.49,41.3,2024
"Pink73","Red313",2024-06-23,"M",28,15.26,36.88,41.3,2024
"Pink73","Red313",2024-06-23,"M",29,15.45,36.09,41.25,2024
"Pink73","Red313",2024-06-23,"M",30,16.22,36.74,41.35,2024
"Pink74","Red313",2024-06-23,"M",0,NA,NA,NA,2024
"Pink74","Red313",2024-06-23,"M",1,NA,NA,NA,2024
"Pink74","Red313",2024-06-23,"M",2,4.78,30.65,19.75,2024
"Pink74","Red313",2024-06-23,"M",3,5.18,30.21,20.9,2024
"Pink74","Red313",2024-06-23,"M",4,5.78,31.43,22.2,2024
"Pink74","Red313",2024-06-23,"M",5,6.45,32.86,24.55,2024
"Pink74","Red313",2024-06-23,"M",6,7.42,33.37,26,2024
"Pink74","Red313",2024-06-23,"M",7,8.52,32,27.9,2024
"Pink74","Red313",2024-06-23,"M",8,9.09,33.48,29.35,2024
"Pink74","Red313",2024-06-23,"M",9,9.78,33.73,30.9,2024
"Pink74","Red313",2024-06-23,"M",10,10.43,34.84,32.2,2024
"Pink74","Red313",2024-06-23,"M",11,10.73,33.74,32.8,2024
"Pink74","Red313",2024-06-23,"M",12,11.45,33.35,34.8,2024
"Pink74","Red313",2024-06-23,"M",13,11.41,32.61,35.6,2024
"Pink74","Red313",2024-06-23,"M",14,11.77,33.21,37,2024
"Pink74","Red313",2024-06-23,"M",15,12.05,34.75,37.55,2024
"Pink74","Red313",2024-06-23,"M",16,12.25,33.72,38.5,2024
"Pink74","Red313",2024-06-23,"M",17,12.95,34.7,39.2,2024
"Pink74","Red313",2024-06-23,"M",18,13.59,35.73,40.3,2024
"Pink74","Red313",2024-06-23,"M",19,13.68,35.97,40.4,2024
"Pink74","Red313",2024-06-23,"M",20,13.67,36.63,40.7,2024
"Pink74","Red313",2024-06-23,"M",21,13.62,34.22,41,2024
"Pink74","Red313",2024-06-23,"M",22,13.76,36.12,41.2,2024
"Pink74","Red313",2024-06-23,"M",23,14.44,34.24,41.35,2024
"Pink74","Red313",2024-06-23,"M",24,14.1,35.17,41.6,2024
"Pink74","Red313",2024-06-23,"M",25,14.86,36.1,41.8,2024
"Pink74","Red313",2024-06-23,"M",26,14.66,37,41.85,2024
"Pink74","Red313",2024-06-23,"M",27,15.18,37.49,42.05,2024
"Pink74","Red313",2024-06-23,"M",28,14.87,36.88,42.1,2024
"Pink74","Red313",2024-06-23,"M",29,15.2,36.09,42.3,2024
"Pink74","Red313",2024-06-23,"M",30,15.02,36.74,42.5,2024
"Pink69","Orange23",2024-06-11,"F",0,NA,NA,NA,2024
"Pink69","Orange23",2024-06-11,"F",1,4.27,25.97,NA,2024
"Pink69","Orange23",2024-06-11,"F",2,4.71,24.9,18.9,2024
"Pink69","Orange23",2024-06-11,"F",3,5.28,26.11,20.9,2024
"Pink69","Orange23",2024-06-11,"F",4,5.83,26.11,21.6,2024
"Pink69","Orange23",2024-06-11,"F",5,6.71,25.39,22.1,2024
"Pink69","Orange23",2024-06-11,"F",6,7.46,26.08,24.55,2024
"Pink69","Orange23",2024-06-11,"F",7,8.06,26.71,25.8,2024
"Pink69","Orange23",2024-06-11,"F",8,8.91,25.73,27.2,2024
"Pink69","Orange23",2024-06-11,"F",9,9.84,27.22,28.6,2024
"Pink69","Orange23",2024-06-11,"F",10,10.16,27.49,30.8,2024
"Pink69","Orange23",2024-06-11,"F",11,10.83,27.45,31.7,2024
"Pink69","Orange23",2024-06-11,"F",12,11.47,27.58,33.1,2024
"Pink69","Orange23",2024-06-11,"F",13,12.16,27.2,34.75,2024
"Pink69","Orange23",2024-06-11,"F",14,12.75,28.22,36,2024
"Pink69","Orange23",2024-06-11,"F",15,13.14,NA,36.85,2024
"Pink69","Orange23",2024-06-11,"F",16,13.57,26.6,37.8,2024
"Pink69","Orange23",2024-06-11,"F",17,14.25,25.6,38.95,2024
"Pink69","Orange23",2024-06-11,"F",18,14.44,26.83,40.2,2024
"Pink69","Orange23",2024-06-11,"F",19,14.66,24.55,40.8,2024
"Pink69","Orange23",2024-06-11,"F",20,13.83,23.2,41.6,2024
"Pink69","Orange23",2024-06-11,"F",21,13.73,22.72,41.4,2024
"Pink69","Orange23",2024-06-11,"F",22,13.42,21.58,41.2,2024
"Pink69","Orange23",2024-06-11,"F",23,13.35,21.84,41.65,2024
"Pink69","Orange23",2024-06-11,"F",24,13.71,22.64,42.1,2024
"Pink69","Orange23",2024-06-11,"F",25,13.09,24.54,42.5,2024
"Pink69","Orange23",2024-06-11,"F",26,12.06,NA,42.25,2024
"Pink69","Orange23",2024-06-11,"F",27,11.87,NA,42.3,2024
"Pink69","Orange23",2024-06-11,"F",28,11.33,NA,42.35,2024
"Pink69","Orange23",2024-06-11,"F",29,11.42,NA,42.75,2024
"Pink69","Orange23",2024-06-11,"F",30,11.06,NA,42.25,2024
"Pink70","Orange23",2024-06-11,"F",0,NA,NA,NA,2024
"Pink70","Orange23",2024-06-11,"F",1,4.72,25.97,NA,2024
"Pink70","Orange23",2024-06-11,"F",2,5.48,24.9,19.45,2024
"Pink70","Orange23",2024-06-11,"F",3,6.37,26.11,19.9,2024
"Pink70","Orange23",2024-06-11,"F",4,7.19,26.11,21.05,2024
"Pink70","Orange23",2024-06-11,"F",5,8.2,25.39,22.9,2024
"Pink70","Orange23",2024-06-11,"F",6,9.2,26.08,25.1,2024
"Pink70","Orange23",2024-06-11,"F",7,10.07,26.71,26.1,2024
"Pink70","Orange23",2024-06-11,"F",8,11.44,25.73,28.1,2024
"Pink70","Orange23",2024-06-11,"F",9,12.12,27.22,29.4,2024
"Pink70","Orange23",2024-06-11,"F",10,12.65,27.49,31.9,2024
"Pink70","Orange23",2024-06-11,"F",11,13.64,27.45,32.2,2024
"Pink70","Orange23",2024-06-11,"F",12,14.42,27.58,34.55,2024
"Pink70","Orange23",2024-06-11,"F",13,14.85,27.2,35.5,2024
"Pink70","Orange23",2024-06-11,"F",14,15.76,28.22,37.1,2024
"Pink70","Orange23",2024-06-11,"F",15,16.33,NA,37.5,2024
"Pink70","Orange23",2024-06-11,"F",16,16.53,26.6,38.1,2024
"Pink70","Orange23",2024-06-11,"F",17,17.22,25.6,39.45,2024
"Pink70","Orange23",2024-06-11,"F",18,17.71,26.83,40.95,2024
"Pink70","Orange23",2024-06-11,"F",19,18.12,24.55,41.6,2024
"Pink70","Orange23",2024-06-11,"F",20,17.08,23.2,42,2024
"Pink70","Orange23",2024-06-11,"F",21,16.76,22.72,41.8,2024
"Pink70","Orange23",2024-06-11,"F",22,16.62,21.58,42.95,2024
"Pink70","Orange23",2024-06-11,"F",23,16.23,21.84,43.1,2024
"Pink70","Orange23",2024-06-11,"F",24,16.43,22.64,43.1,2024
"Pink70","Orange23",2024-06-11,"F",25,15.93,24.54,43.2,2024
"Pink70","Orange23",2024-06-11,"F",26,17.92,NA,43.7,2024
"Pink70","Orange23",2024-06-11,"F",27,19.57,NA,43.4,2024
"Pink70","Orange23",2024-06-11,"F",28,20.95,NA,43.5,2024
"Pink70","Orange23",2024-06-11,"F",29,21.1,NA,44.2,2024
"Pink70","Orange23",2024-06-11,"F",30,22.98,NA,44,2024
"Pink107","Orange15",2024-06-10,"F",0,NA,NA,NA,2024
"Pink107","Orange15",2024-06-10,"F",1,NA,NA,NA,2024
"Pink107","Orange15",2024-06-10,"F",2,4.8,20.82,20.05,2024
"Pink107","Orange15",2024-06-10,"F",3,5.45,19.95,20.7,2024
"Pink107","Orange15",2024-06-10,"F",4,6.25,19.53,22.85,2024
"Pink107","Orange15",2024-06-10,"F",5,6.76,20.43,24.7,2024
"Pink107","Orange15",2024-06-10,"F",6,7.4,20.01,25.95,2024
"Pink107","Orange15",2024-06-10,"F",7,8.48,19.45,28.05,2024
"Pink107","Orange15",2024-06-10,"F",8,8.97,19.62,29.6,2024
"Pink107","Orange15",2024-06-10,"F",9,9.06,20.26,31.1,2024
"Pink107","Orange15",2024-06-10,"F",10,9.65,18.71,32.4,2024
"Pink107","Orange15",2024-06-10,"F",11,10.18,18.72,34.55,2024
"Pink107","Orange15",2024-06-10,"F",12,10.64,19.3,35.25,2024
"Pink107","Orange15",2024-06-10,"F",13,10.78,19.8,36.25,2024
"Pink107","Orange15",2024-06-10,"F",14,11.26,18.66,37.6,2024
"Pink107","Orange15",2024-06-10,"F",15,11.59,18.55,39,2024
"Pink107","Orange15",2024-06-10,"F",16,11.74,18.96,40.1,2024
"Pink107","Orange15",2024-06-10,"F",17,11.72,17.21,40.3,2024
"Pink107","Orange15",2024-06-10,"F",18,12.2,17.85,40.95,2024
"Pink107","Orange15",2024-06-10,"F",19,12.55,20.48,41.55,2024
"Pink107","Orange15",2024-06-10,"F",20,12.61,18.84,42.2,2024
"Pink107","Orange15",2024-06-10,"F",21,12.34,17.24,42.6,2024
"Pink107","Orange15",2024-06-10,"F",22,12.41,17.04,42.9,2024
"Pink106","Orange15",2024-06-10,"F",0,NA,NA,NA,2024
"Pink106","Orange15",2024-06-10,"F",1,NA,NA,NA,2024
"Pink106","Orange15",2024-06-10,"F",2,4.73,20.82,20.4,2024
"Pink106","Orange15",2024-06-10,"F",3,5.39,19.95,21.45,2024
"Pink106","Orange15",2024-06-10,"F",4,6.17,19.53,22.3,2024
"Pink106","Orange15",2024-06-10,"F",5,6.77,20.43,23.55,2024
"Pink106","Orange15",2024-06-10,"F",6,7.44,20.01,25.9,2024
"Pink106","Orange15",2024-06-10,"F",7,8.43,19.45,27.85,2024
"Pink106","Orange15",2024-06-10,"F",8,8.94,19.62,29.6,2024
"Pink106","Orange15",2024-06-10,"F",9,9.78,20.26,31.4,2024
"Pink106","Orange15",2024-06-10,"F",10,10.14,18.71,33.3,2024
"Pink106","Orange15",2024-06-10,"F",11,10.48,18.72,34.8,2024
"Pink106","Orange15",2024-06-10,"F",12,10.72,19.3,35.3,2024
"Pink106","Orange15",2024-06-10,"F",13,11.18,19.8,37,2024
"Pink106","Orange15",2024-06-10,"F",14,11.76,18.66,37.8,2024
"Pink106","Orange15",2024-06-10,"F",15,12.22,18.55,39.5,2024
"Pink106","Orange15",2024-06-10,"F",16,12.45,18.96,40.6,2024
"Pink106","Orange15",2024-06-10,"F",17,12.27,17.21,40.8,2024
"Pink106","Orange15",2024-06-10,"F",18,12.82,17.85,41.95,2024
"Pink106","Orange15",2024-06-10,"F",19,13,20.48,42.4,2024
"Pink106","Orange15",2024-06-10,"F",20,13.2,18.84,43.1,2024
"Pink106","Orange15",2024-06-10,"F",21,12.85,17.24,43.6,2024
"Pink106","Orange15",2024-06-10,"F",22,12.86,17.04,44,2024
"Pink104","Orange17",2024-06-07,"F",0,NA,NA,NA,2024
"Pink104","Orange17",2024-06-07,"F",1,NA,NA,NA,2024
"Pink104","Orange17",2024-06-07,"F",2,4.26,26.39,18.75,2024
"Pink104","Orange17",2024-06-07,"F",3,5.03,24.5,21.5,2024
"Pink104","Orange17",2024-06-07,"F",4,5.63,24.9,22.6,2024
"Pink104","Orange17",2024-06-07,"F",5,6.28,24.26,23.75,2024
"Pink104","Orange17",2024-06-07,"F",6,6.93,24.79,25.95,2024
"Pink104","Orange17",2024-06-07,"F",7,7.85,25.05,27.7,2024
"Pink104","Orange17",2024-06-07,"F",8,8.52,24.2,29.1,2024
"Pink104","Orange17",2024-06-07,"F",9,9.32,23.67,30.9,2024
"Pink104","Orange17",2024-06-07,"F",10,10.08,24.14,32.35,2024
"Pink104","Orange17",2024-06-07,"F",11,10.5,23.8,33.9,2024
"Pink104","Orange17",2024-06-07,"F",12,11.17,23.55,35.5,2024
"Pink104","Orange17",2024-06-07,"F",13,11.48,24.22,37.2,2024
"Pink104","Orange17",2024-06-07,"F",14,11.95,22.09,37.7,2024
"Pink104","Orange17",2024-06-07,"F",15,12.42,22.86,38.55,2024
"Pink104","Orange17",2024-06-07,"F",16,13.06,21.99,39,2024
"Pink104","Orange17",2024-06-07,"F",17,12.76,21.72,39.7,2024
"Pink104","Orange17",2024-06-07,"F",18,13.47,21.58,40.3,2024
"Pink104","Orange17",2024-06-07,"F",19,13.73,20.74,40.55,2024
"Pink104","Orange17",2024-06-07,"F",20,13.56,19.85,41.15,2024
"Pink104","Orange17",2024-06-07,"F",21,13.71,19.71,41.6,2024
"Pink104","Orange17",2024-06-07,"F",22,13.37,20.24,41.3,2024
"Pink104","Orange17",2024-06-07,"F",23,12.65,17.55,42.2,2024
"Pink104","Orange17",2024-06-07,"F",24,12.37,16.84,42.15,2024
"Pink104","Orange17",2024-06-07,"F",25,12.4,18.71,42.2,2024
"Pink104","Orange17",2024-06-07,"F",26,12.72,19.78,42.35,2024
"Pink105","Orange17",2024-06-07,"M",0,NA,NA,NA,2024
"Pink105","Orange17",2024-06-07,"M",1,NA,NA,NA,2024
"Pink105","Orange17",2024-06-07,"M",2,4.69,26.39,19.1,2024
"Pink105","Orange17",2024-06-07,"M",3,5.4,24.5,20.2,2024
"Pink105","Orange17",2024-06-07,"M",4,6.1,24.9,20,2024
"Pink105","Orange17",2024-06-07,"M",5,6.64,24.26,23.1,2024
"Pink105","Orange17",2024-06-07,"M",6,7.38,24.79,24.5,2024
"Pink105","Orange17",2024-06-07,"M",7,8.14,25.05,26.1,2024
"Pink105","Orange17",2024-06-07,"M",8,8.79,24.2,28.7,2024
"Pink105","Orange17",2024-06-07,"M",9,9.75,23.67,30.6,2024
"Pink105","Orange17",2024-06-07,"M",10,10.33,24.14,32.85,2024
"Pink105","Orange17",2024-06-07,"M",11,10.7,23.8,33.05,2024
"Pink105","Orange17",2024-06-07,"M",12,11.48,23.55,35.3,2024
"Pink105","Orange17",2024-06-07,"M",13,11.97,24.22,36.35,2024
"Pink105","Orange17",2024-06-07,"M",14,11.81,22.09,37.65,2024
"Pink105","Orange17",2024-06-07,"M",15,12.42,22.86,38.45,2024
"Pink105","Orange17",2024-06-07,"M",16,13,21.99,39.1,2024
"Pink105","Orange17",2024-06-07,"M",17,13.05,21.72,40.4,2024
"Pink105","Orange17",2024-06-07,"M",18,13.48,21.58,40.5,2024
"Pink105","Orange17",2024-06-07,"M",19,13.78,20.74,40.8,2024
"Pink105","Orange17",2024-06-07,"M",20,13.5,19.85,42,2024
"Pink105","Orange17",2024-06-07,"M",21,13.71,19.71,41.9,2024
"Pink105","Orange17",2024-06-07,"M",22,13.38,20.24,42.05,2024
"Pink105","Orange17",2024-06-07,"M",23,12.78,17.55,42.3,2024
"Pink105","Orange17",2024-06-07,"M",24,12.36,16.84,42.55,2024
"Pink105","Orange17",2024-06-07,"M",25,12.44,18.71,42.6,2024
"Pink105","Orange17",2024-06-07,"M",26,12.56,19.78,42.6,2024
"Pink59","Orange28",2024-06-06,"F",0,NA,NA,NA,2024
"Pink59","Orange28",2024-06-06,"F",1,NA,NA,NA,2024
"Pink59","Orange28",2024-06-06,"F",2,4,23.9,18.3,2024
"Pink59","Orange28",2024-06-06,"F",3,4.66,25.4,18,2024
"Pink59","Orange28",2024-06-06,"F",4,5.2,24.59,20.25,2024
"Pink59","Orange28",2024-06-06,"F",5,5.25,21.68,20.7,2024
"Pink59","Orange28",2024-06-06,"F",6,4.95,21.98,21.25,2024
"Pink59","Orange28",2024-06-06,"F",7,4.97,21.77,21.85,2024
"Pink59","Orange28",2024-06-06,"F",8,5.25,21.85,22.3,2024
"Pink59","Orange28",2024-06-06,"F",9,5.7,21.8,23.4,2024
"Pink59","Orange28",2024-06-06,"F",10,5.9,22.24,24.3,2024
"Pink59","Orange28",2024-06-06,"F",11,6.29,21.95,25.05,2024
"Pink59","Orange28",2024-06-06,"F",12,6.56,23.12,26.15,2024
"Pink59","Orange28",2024-06-06,"F",13,6.9,22.75,27.1,2024
"Pink59","Orange28",2024-06-06,"F",14,7.08,23.8,28.6,2024
"Pink59","Orange28",2024-06-06,"F",15,7.16,24.63,29.6,2024
"Pink59","Orange28",2024-06-06,"F",16,7.92,25.15,30.35,2024
"Pink59","Orange28",2024-06-06,"F",17,8.03,24.14,31.8,2024
"Pink59","Orange28",2024-06-06,"F",18,8.29,25.2,32.4,2024
"Pink59","Orange28",2024-06-06,"F",19,8.58,25.64,33.4,2024
"Pink59","Orange28",2024-06-06,"F",20,8.76,26.09,33.9,2024
"Pink59","Orange28",2024-06-06,"F",21,8.92,24.94,35.3,2024
"Pink59","Orange28",2024-06-06,"F",22,9.27,25.89,35.9,2024
"Orange28_male","Orange28",2024-06-06,"M",0,NA,NA,NA,2024
"Orange28_male","Orange28",2024-06-06,"M",1,NA,NA,NA,2024
"Orange28_male","Orange28",2024-06-06,"M",2,4.2,23.9,19.85,2024
"Orange28_male","Orange28",2024-06-06,"M",3,4.92,25.4,19.65,2024
"Orange28_male","Orange28",2024-06-06,"M",4,5.1,24.59,21.65,2024
"Orange28_male","Orange28",2024-06-06,"M",5,4.95,21.68,22.35,2024
"Orange28_male","Orange28",2024-06-06,"M",6,4.88,21.98,22.9,2024
"Orange28_male","Orange28",2024-06-06,"M",7,4.87,21.77,22.5,2024
"Orange28_male","Orange28",2024-06-06,"M",8,5.16,21.85,23.35,2024
"Orange28_male","Orange28",2024-06-06,"M",9,5.39,21.8,24.8,2024
"Orange28_male","Orange28",2024-06-06,"M",10,5.96,22.24,25.4,2024
"Orange28_male","Orange28",2024-06-06,"M",11,6.1,21.95,26.15,2024
"Orange28_male","Orange28",2024-06-06,"M",12,6.68,23.12,27.15,2024
"Orange28_male","Orange28",2024-06-06,"M",13,7.11,22.75,27.75,2024
"Orange28_male","Orange28",2024-06-06,"M",14,7.52,23.8,28.4,2024
"Orange28_male","Orange28",2024-06-06,"M",15,7.99,24.63,30.65,2024
"Orange28_male","Orange28",2024-06-06,"M",16,7.88,25.15,31.5,2024
"Orange28_male","Orange28",2024-06-06,"M",17,8.06,24.14,32.4,2024
"Orange28_male","Orange28",2024-06-06,"M",18,8.2,25.2,32.8,2024
"Orange28_male","Orange28",2024-06-06,"M",19,8.73,25.64,34.55,2024
"Orange28_male","Orange28",2024-06-06,"M",20,8.85,26.09,34.9,2024
"Orange28_male","Orange28",2024-06-06,"M",21,9.1,24.94,35.15,2024
"Orange28_male","Orange28",2024-06-06,"M",22,9.44,25.89,36.27,2024
"Pink71","Orange22",2024-06-14,"F",0,NA,NA,NA,2024
"Pink71","Orange22",2024-06-14,"F",1,NA,NA,NA,2024
"Pink71","Orange22",2024-06-14,"F",2,5.06,22.72,20.1,2024
"Pink71","Orange22",2024-06-14,"F",3,5.8,21.69,22.15,2024
"Pink71","Orange22",2024-06-14,"F",4,6.59,22.2,23.35,2024
"Pink71","Orange22",2024-06-14,"F",5,7.44,25.76,24.7,2024
"Pink71","Orange22",2024-06-14,"F",6,8.34,NA,26.3,2024
"Pink71","Orange22",2024-06-14,"F",7,8.99,26.72,27.3,2024
"Pink71","Orange22",2024-06-14,"F",8,9.82,26.32,29.6,2024
"Pink71","Orange22",2024-06-14,"F",9,10.48,24.89,30.9,2024
"Pink71","Orange22",2024-06-14,"F",10,11.29,24.82,32.15,2024
"Pink71","Orange22",2024-06-14,"F",11,11.9,24.38,34,2024
"Pink71","Orange22",2024-06-14,"F",12,12.42,24.23,36.2,2024
"Pink71","Orange22",2024-06-14,"F",13,12.78,24.75,36.9,2024
"Pink71","Orange22",2024-06-14,"F",14,13.06,22.59,38.4,2024
"Pink71","Orange22",2024-06-14,"F",15,13.4,22.18,39,2024
"Pink71","Orange22",2024-06-14,"F",16,13.23,22.95,39.9,2024
"Pink71","Orange22",2024-06-14,"F",17,13.17,23.48,40.1,2024
"Pink72","Orange22",2024-06-14,"F",0,NA,NA,NA,2024
"Pink72","Orange22",2024-06-14,"F",1,NA,NA,NA,2024
"Pink72","Orange22",2024-06-14,"F",2,4.48,22.72,18.6,2024
"Pink72","Orange22",2024-06-14,"F",3,5.22,21.69,20.3,2024
"Pink72","Orange22",2024-06-14,"F",4,5.87,22.2,20.6,2024
"Pink72","Orange22",2024-06-14,"F",5,6.77,25.76,22.7,2024
"Pink72","Orange22",2024-06-14,"F",6,7.47,NA,23.1,2024
"Pink72","Orange22",2024-06-14,"F",7,8.26,26.72,25.1,2024
"Pink72","Orange22",2024-06-14,"F",8,8.83,26.32,26.1,2024
"Pink72","Orange22",2024-06-14,"F",9,9.5,24.89,28.8,2024
"Pink72","Orange22",2024-06-14,"F",10,10.04,24.82,30.2,2024
"Pink72","Orange22",2024-06-14,"F",11,10.83,24.38,32.55,2024
"Pink72","Orange22",2024-06-14,"F",12,11.51,24.23,33.85,2024
"Pink72","Orange22",2024-06-14,"F",13,11.66,24.75,34.85,2024
"Pink72","Orange22",2024-06-14,"F",14,11.82,22.59,36.6,2024
"Pink72","Orange22",2024-06-14,"F",15,12.08,22.18,37.4,2024
"Pink72","Orange22",2024-06-14,"F",16,12.4,22.95,38.55,2024
"Pink72","Orange22",2024-06-14,"F",17,12.5,23.48,38.55,2024
"V181NC_M","V181",2025-05-13,"M",1,NA,NA,NA,2025
"V181NC_M","V181",2025-05-13,"M",2,3.42,23.8,12.7,2025
"V181NC_M","V181",2025-05-13,"M",3,3.64,22.6,19.2,2025
"V181NC_M","V181",2025-05-13,"M",4,3.95,20.7,20.3,2025
"V181NC_M","V181",2025-05-13,"M",5,4.2,21.12,21.45,2025
"V181NC_M","V181",2025-05-13,"M",6,4.5,20.58,22.6,2025
"V181NC_M","V181",2025-05-13,"M",7,5.11,20.61,22.7,2025
"V181NC_M","V181",2025-05-13,"M",8,5.82,21.61,25.1,2025
"V181NC_M","V181",2025-05-13,"M",9,6.29,20.43,25.7,2025
"V181NC_M","V181",2025-05-13,"M",10,6.86,21.22,26.75,2025
"V181NC_M","V181",2025-05-13,"M",11,7.54,20.33,27.55,2025
"V181NC_M","V181",2025-05-13,"M",12,8.1,21.69,29.6,2025
"V181NC_M","V181",2025-05-13,"M",13,8.36,20.78,30.35,2025
"V181NC_M","V181",2025-05-13,"M",14,8.8,20.01,32.4,2025
"V181NC_M","V181",2025-05-13,"M",15,9.32,19.62,33.3,2025
"V181NC_M","V181",2025-05-13,"M",16,9.68,19.8,34.25,2025
"V181NC_M","V181",2025-05-13,"M",17,9.75,20.7,36.4,2025
"V181NC_M","V181",2025-05-13,"M",18,9.98,21.96,37.35,2025
"V181NC_M","V181",2025-05-13,"M",19,9.85,19.48,37.2,2025
"V181NC_M","V181",2025-05-13,"M",20,10.2,21.51,37.1,2025
"V181NC_M","V181",2025-05-13,"M",21,10.09,21.71,37.7,2025
"V181NC_M","V181",2025-05-13,"M",22,10.22,20.43,38.05,2025
"V181NC_M","V181",2025-05-13,"M",23,10.33,19.81,39,2025
"V181NC_M","V181",2025-05-13,"M",24,10.36,19.95,39.25,2025
"V181NC_M","V181",2025-05-13,"M",25,10.22,19.24,39.1,2025
"V181NC_M","V181",2025-05-13,"M",26,10.02,18.77,38.7,2025
"V181NC_M","V181",2025-05-13,"M",27,10.2,17,39.9,2025
"V181NC_M","V181",2025-05-13,"M",28,9.75,20.55,39,2025
"V181NC_M","V181",2025-05-13,"M",29,9.8,NA,39.45,2025
"V181NC_M","V181",2025-05-13,"M",30,12.08,NA,38.8,2025
"V181NC_M","V181",2025-05-13,"M",31,12.12,NA,40.35,2025
"V181NC_M","V181",2025-05-13,"M",32,NA,NA,NA,2025
"V181NC_F","V181",2025-05-13,"F",1,NA,NA,NA,2025
"V181NC_F","V181",2025-05-13,"F",2,3.57,23.8,18.4,2025
"V181NC_F","V181",2025-05-13,"F",3,3.89,22.6,19.6,2025
"V181NC_F","V181",2025-05-13,"F",4,3.98,20.7,20.65,2025
"V181NC_F","V181",2025-05-13,"F",5,4.38,21.12,21.55,2025
"V181NC_F","V181",2025-05-13,"F",6,5.03,20.58,23.3,2025
"V181NC_F","V181",2025-05-13,"F",7,5.46,20.61,23.8,2025
"V181NC_F","V181",2025-05-13,"F",8,6.03,21.61,25.8,2025
"V181NC_F","V181",2025-05-13,"F",9,6.74,20.43,26.6,2025
"V181NC_F","V181",2025-05-13,"F",10,6.99,21.22,28.2,2025
"V181NC_F","V181",2025-05-13,"F",11,7.83,20.33,29.85,2025
"V181NC_F","V181",2025-05-13,"F",12,8.36,21.69,31,2025
"V181NC_F","V181",2025-05-13,"F",13,8.5,20.78,32.15,2025
"V181NC_F","V181",2025-05-13,"F",14,9.15,20.01,33.5,2025
"V181NC_F","V181",2025-05-13,"F",15,9.46,19.62,34.25,2025
"V181NC_F","V181",2025-05-13,"F",16,9.98,19.8,35.45,2025
"V181NC_F","V181",2025-05-13,"F",17,10.19,20.7,36.75,2025
"V181NC_F","V181",2025-05-13,"F",18,10.47,21.96,37.65,2025
"V181NC_F","V181",2025-05-13,"F",19,10.15,19.48,39,2025
"V181NC_F","V181",2025-05-13,"F",20,10.14,21.51,38.9,2025
"V181NC_F","V181",2025-05-13,"F",21,10.35,21.71,39.1,2025
"V181NC_F","V181",2025-05-13,"F",22,10.28,20.43,40.2,2025
"V181NC_F","V181",2025-05-13,"F",23,10.3,19.81,40.8,2025
"V181NC_F","V181",2025-05-13,"F",24,10.36,19.95,40.3,2025
"V181NC_F","V181",2025-05-13,"F",25,10.47,19.24,40.4,2025
"V181NC_F","V181",2025-05-13,"F",26,10.46,18.77,40.55,2025
"V181NC_F","V181",2025-05-13,"F",27,9.98,17,41.85,2025
"V181NC_F","V181",2025-05-13,"F",28,10.32,20.55,41.3,2025
"V181NC_F","V181",2025-05-13,"F",29,9.56,NA,41.9,2025
"V181NC_F","V181",2025-05-13,"F",30,8.81,NA,41.2,2025
"V181NC_F","V181",2025-05-13,"F",31,8.92,NA,41.6,2025
"V181NC_F","V181",2025-05-13,"F",32,NA,NA,NA,2025
"V164Pink","V164",2025-05-20,"M",1,NA,NA,NA,2025
"V164Pink","V164",2025-05-20,"M",2,4.12,18.57,17.4,2025
"V164Pink","V164",2025-05-20,"M",3,4.39,19.01,17.95,2025
"V164Pink","V164",2025-05-20,"M",4,4.84,21.18,19,2025
"V164Pink","V164",2025-05-20,"M",5,5.35,21.99,20.6,2025
"V164Pink","V164",2025-05-20,"M",6,5.94,20.79,21.1,2025
"V164Pink","V164",2025-05-20,"M",7,6.58,20.31,23.45,2025
"V164Pink","V164",2025-05-20,"M",8,7.09,20.84,24.6,2025
"V164Pink","V164",2025-05-20,"M",9,7.58,20.34,25.95,2025
"V164Pink","V164",2025-05-20,"M",10,7.68,22.29,28.6,2025
"V164Pink","V164",2025-05-20,"M",11,8.26,22.18,29.65,2025
"V164Pink","V164",2025-05-20,"M",12,8.71,22.67,30.9,2025
"V164Pink","V164",2025-05-20,"M",13,9.23,22.83,31.25,2025
"V164Pink","V164",2025-05-20,"M",14,9.55,21.8,32.5,2025
"V164Pink","V164",2025-05-20,"M",15,9.81,22.04,33.4,2025
"V164Pink","V164",2025-05-20,"M",16,10.02,22.38,35,2025
